year,month,day,tmin,tmax,wind,rain
# Merlimau, Melaka; 2.253213 N, 102.451753 E; 1987/1/1 - 2008/12/31
1988,6,23,22.6,31.8,1.1,0
1988,6,24,24.2,32.8,1.5,4.8
1988,6,25,22.2,32.2,1.1,0
1988,6,26,23.6,34.2,1.1,0
1988,6,27,22.8,29.6,1.1,8.9
1988,6,28,21.9,31.3,1,0
1988,6,29,23.7,32.1,1.3,8.7
1988,6,30,23.6,29.2,1.4,0
1988,7,1,25,28.5,1,13.3
1988,7,2,23.8,29.8,0.8,0
1988,7,3,23.7,31.8,1,0
1988,7,4,24,30.2,1.3,0
1988,7,5,23.1,30.9,1.1,0
1988,7,6,24.1,31.2,0.9,4.9
1988,7,7,23.3,29.8,0.8,0
1988,7,8,23.5,32.6,0.8,5.1
1988,7,9,22.5,31.2,0.8,0
1988,7,10,23.9,28.9,0.9,10.7
1988,7,11,24.2,30.5,0.9,0
1988,7,12,23.7,30.2,1.3,0
1988,7,13,25.4,29.6,1.3,0
1988,7,14,24.2,31.8,1.4,0
1988,7,15,24.6,32.4,1.2,3.8
1988,7,16,24.8,32.7,1.1,0
1988,7,17,23.7,28.6,0.9,7.2
1988,7,18,22.9,30.8,1,0
1988,7,19,24.6,32.8,1.4,0
1988,7,20,25,30.5,1.4,2.8
1988,7,21,24.7,30.5,1.5,10.5
1988,7,22,24.2,25.6,0.8,0
1988,7,23,21.9,32.5,0.9,0
1988,7,24,21.8,32.8,1.1,0
1988,7,25,22.4,31.9,1.4,0
1988,7,26,23.3,31.5,1.1,0
1988,7,27,23.1,32.8,1.4,0
1988,7,28,24.3,31.1,1.1,6.5
1988,7,29,22.2,31.7,1,0
1988,7,30,24.3,32.5,1.5,0
1988,7,31,24.7,32.6,0.9,0
1988,8,1,23.4,30.2,1.7,4.9
1988,8,2,22,29.7,1.3,0
1988,8,3,21.9,31.3,1.4,8.8
1988,8,4,22.3,30.9,1.2,0
1988,8,5,23.1,29.5,0.8,16.5
1988,8,6,23.4,32.5,0.9,0
1988,8,7,24.2,32.5,1.5,0
1988,8,8,23.6,30,1.3,9
1988,8,9,23.2,31.5,1.4,5.6
1988,8,10,24.1,30.1,1.5,4.9
1988,8,11,23.7,30.8,1.5,0
1988,8,12,23.3,30.9,1.2,9.7
1988,8,13,22.8,32.6,1.2,0
1988,8,14,24.1,32.2,1.2,7.6
1988,8,15,23.9,31.4,1.3,6.7
1988,8,16,22.9,31.9,1,0
1988,8,17,24.2,29.3,1.1,18.1
1988,8,18,24.5,31.5,1.1,0
1988,8,19,23.6,32,1,0
1988,8,20,23.4,28.9,1.1,0
1988,8,21,23.9,28.3,1.3,22.4
1988,8,22,22.9,32.7,1.2,0
1988,8,23,22.6,32,1,0
1988,8,24,22.2,32,0.8,0
1988,8,25,22.9,29.8,1.1,5.5
1988,8,26,22.7,31.1,0.9,5.9
1988,8,27,22.5,32.3,1.1,0
1988,8,28,22.6,27.6,1.2,13.8
1988,8,29,23.1,29.6,1.3,0
1988,8,30,22.6,27.6,1.4,18.2
1988,8,31,23.6,32.2,1.2,0
1988,9,1,22.3,28.4,0.9,20.1
1988,9,2,22.1,33.2,0.9,19
1988,9,3,23.9,26.2,0.9,0
